COUNTY,STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2015,POPESTIMATE2019
65,Pennsylvania,Jefferson County,45200,44344,43425
67,Pennsylvania,Juniata County,24636,24445,24763
69,Pennsylvania,Lackawanna County,214437,211863,209674
71,Pennsylvania,Lancaster County,519445,535811,545724
73,Pennsylvania,Lawrence County,91108,88122,85512
75,Pennsylvania,Lebanon County,133568,137479,141793
77,Pennsylvania,Lehigh County,349497,359710,369318
79,Pennsylvania,Luzerne County,320918,318059,317417
81,Pennsylvania,Lycoming County,116111,115598,113299
83,Pennsylvania,McKean County,43450,42400,40625
85,Pennsylvania,Mercer County,116638,113624,109424
87,Pennsylvania,Mifflin County,46682,46427,46138
89,Pennsylvania,Monroe County,169842,166481,170271
91,Pennsylvania,Montgomery County,799874,817180,830915
93,Pennsylvania,Montour County,18267,18299,18230
95,Pennsylvania,Northampton County,297735,300090,305285
97,Pennsylvania,Northumberland County,94528,92878,90843
99,Pennsylvania,Perry County,45969,45849,46272
101,Pennsylvania,Philadelphia County,1526006,1571065,1584064
103,Pennsylvania,Pike County,57369,55322,55809
105,Pennsylvania,Potter County,17457,17086,16526
107,Pennsylvania,Schuylkill County,148289,144117,141359
109,Pennsylvania,Snyder County,39702,40509,40372
111,Pennsylvania,Somerset County,77742,75383,73447
113,Pennsylvania,Sullivan County,6428,6267,6066
115,Pennsylvania,Susquehanna County,43356,41775,40328
117,Pennsylvania,Tioga County,41981,41519,40591
119,Pennsylvania,Union County,44947,45519,44923
121,Pennsylvania,Venango County,54984,52954,50668
123,Pennsylvania,Warren County,41815,40334,39191
125,Pennsylvania,Washington County,207820,207718,206865
127,Pennsylvania,Wayne County,52822,51823,51361
129,Pennsylvania,Westmoreland County,365169,356923,348899
131,Pennsylvania,Wyoming County,28276,27812,26794
133,Pennsylvania,York County,434972,441741,449058
1,Rhode Island,Bristol County,49875,49127,48479
3,Rhode Island,Kent County,166158,163747,164292
5,Rhode Island,Newport County,82888,83259,82082
7,Rhode Island,Providence County,626667,633747,638931
9,Rhode Island,Washington County,126979,126185,125577
1,South Carolina,Abbeville County,25417,24796,24527
3,South Carolina,Aiken County,160099,165688,170872
5,South Carolina,Allendale County,10419,9430,8688
7,South Carolina,Anderson County,187126,193700,202558
9,South Carolina,Bamberg County,15987,14682,14066
11,South Carolina,Barnwell County,22621,21781,20866
13,South Carolina,Beaufort County,162233,179796,192122
15,South Carolina,Berkeley County,177843,203066,227907
17,South Carolina,Calhoun County,15175,14759,14553
19,South Carolina,Charleston County,350209,389310,411406
21,South Carolina,Cherokee County,55342,56512,57300
23,South Carolina,Chester County,33140,32410,32244
25,South Carolina,Chesterfield County,46734,46135,45650
27,South Carolina,Clarendon County,34971,34029,33745
29,South Carolina,Colleton County,38892,37439,37677
31,South Carolina,Darlington County,68681,67520,66618
33,South Carolina,Dillon County,32062,31141,30479
35,South Carolina,Dorchester County,136555,152809,162809
37,South Carolina,Edgefield County,26985,26782,27260
39,South Carolina,Fairfield County,23956,22874,22347
41,South Carolina,Florence County,136885,138715,138293
43,South Carolina,Georgetown County,60158,61456,62680
45,South Carolina,Greenville County,451225,490900,523542
47,South Carolina,Greenwood County,69661,69962,70811
49,South Carolina,Hampton County,21090,19963,19222
51,South Carolina,Horry County,269291,308987,354081
53,South Carolina,Jasper County,24777,27460,30073
55,South Carolina,Kershaw County,61697,63661,66551
57,South Carolina,Lancaster County,76652,86261,98012
59,South Carolina,Laurens County,66537,66421,67493
61,South Carolina,Lee County,19220,17809,16828
63,South Carolina,Lexington County,262391,281675,298750
65,South Carolina,McCormick County,10233,9656,9463
67,South Carolina,Marion County,33062,31770,30657
69,South Carolina,Marlboro County,28933,27585,26118
71,South Carolina,Newberry County,37508,37772,38440
73,South Carolina,Oconee County,74273,75863,79546
75,South Carolina,Orangeburg County,92501,89159,86175
77,South Carolina,Pickens County,119224,121500,126884
79,South Carolina,Richland County,384504,406008,415759
81,South Carolina,Saluda County,19875,20159,20473
83,South Carolina,Spartanburg County,284307,296558,319785
85,South Carolina,Sumter County,107456,107151,106721
87,South Carolina,Union County,28961,27743,27316
89,South Carolina,Williamsburg County,34423,32519,30368
91,South Carolina,York County,226073,250566,280979
3,South Dakota,Aurora County,2710,2744,2751
5,South Dakota,Beadle County,17398,18127,18453
7,South Dakota,Bennett County,3431,3402,3365
9,South Dakota,Bon Homme County,7070,6943,6901
11,South Dakota,Brookings County,31965,33800,35077
13,South Dakota,Brown County,36531,38400,38839
15,South Dakota,Brule County,5255,5243,5297
17,South Dakota,Buffalo County,1912,2098,1962
19,South Dakota,Butte County,10110,10207,10429
21,South Dakota,Campbell County,1466,1413,1376
23,South Dakota,Charles Mix County,9129,9360,9292
25,South Dakota,Clark County,3691,3649,3736
27,South Dakota,Clay County,13864,13768,14070
29,South Dakota,Codington County,27227,27899,28009
31,South Dakota,Corson County,4050,4175,4086
33,South Dakota,Custer County,8216,8444,8972
35,South Dakota,Davison County,19504,19916,19775
37,South Dakota,Day County,5710,5496,5424
39,South Dakota,Deuel County,4364,4323,4351
41,South Dakota,Dewey County,5301,5705,5892
43,South Dakota,Douglas County,3002,2952,2921
45,South Dakota,Edmunds County,4071,3996,3829
47,South Dakota,Fall River County,7094,6800,6713
49,South Dakota,Faulk County,2364,2307,2299
51,South Dakota,Grant County,7356,7218,7052
53,South Dakota,Gregory County,4271,4192,4185
55,South Dakota,Haakon County,1937,1850,1899
57,South Dakota,Hamlin County,5903,5976,6164
59,South Dakota,Hand County,3431,3306,3191
61,South Dakota,Hanson County,3331,3387,3453
63,South Dakota,Harding County,1255,1270,1298
65,South Dakota,Hughes County,17022,17555,17526
67,South Dakota,Hutchinson County,7343,7267,7291
69,South Dakota,Hyde County,1420,1386,1301
71,South Dakota,Jackson County,3031,3278,3344
73,South Dakota,Jerauld County,2071,2018,2013
75,South Dakota,Jones County,1006,917,903
77,South Dakota,Kingsbury County,5148,4952,4939
79,South Dakota,Lake County,11200,12334,12797
81,South Dakota,Lawrence County,24097,24827,25844
83,South Dakota,Lincoln County,44828,52959,61128
85,South Dakota,Lyman County,3755,3881,3781
87,South Dakota,McCook County,5618,5483,5586
89,South Dakota,McPherson County,2459,2397,2379
91,South Dakota,Marshall County,4656,4821,4935
93,South Dakota,Meade County,25434,26770,28332
95,South Dakota,Mellette County,2048,2025,2061
97,South Dakota,Miner County,2389,2207,2216
99,South Dakota,Minnehaha County,169468,183439,193134
101,South Dakota,Moody County,6486,6453,6576
102,South Dakota,Oglala Lakota County,13586,14358,14177
103,South Dakota,Pennington County,100948,108088,113775
105,South Dakota,Perkins County,2982,2984,2865
107,South Dakota,Potter County,2329,2295,2153
109,South Dakota,Roberts County,10149,10209,10394
111,South Dakota,Sanborn County,2355,2348,2344
115,South Dakota,Spink County,6415,6554,6376
117,South Dakota,Stanley County,2966,2974,3098
119,South Dakota,Sully County,1373,1401,1391
121,South Dakota,Todd County,9612,10041,10177
123,South Dakota,Tripp County,5644,5422,5441
125,South Dakota,Turner County,8347,8131,8384
127,South Dakota,Union County,14399,14925,15932
129,South Dakota,Walworth County,5438,5404,5435
135,South Dakota,Yankton County,22438,22682,22814
137,South Dakota,Ziebach County,2801,2837,2756
1,Tennessee,Anderson County,75129,75456,76978
3,Tennessee,Bedford County,45058,46948,49713
5,Tennessee,Benton County,16489,16220,16160
7,Tennessee,Bledsoe County,12876,14601,15064
9,Tennessee,Blount County,123010,126954,133088
11,Tennessee,Bradley County,98963,103774,108110
13,Tennessee,Campbell County,40716,39772,39842
15,Tennessee,Cannon County,13801,13740,14678
17,Tennessee,Carroll County,28522,27982,27767
19,Tennessee,Carter County,57424,56375,56391
21,Tennessee,Cheatham County,39105,39593,40667
23,Tennessee,Chester County,17131,17123,17297
25,Tennessee,Claiborne County,32213,31555,31959
27,Tennessee,Clay County,7861,7663,7615
29,Tennessee,Cocke County,35662,35138,36004
31,Tennessee,Coffee County,52796,54093,56520
33,Tennessee,Crockett County,14586,14586,14230
35,Tennessee,Cumberland County,56053,58217,60520
37,Tennessee,Davidson County,626681,679793,694144
39,Tennessee,Decatur County,11757,11600,11663
41,Tennessee,DeKalb County,18723,19292,20490
43,Tennessee,Dickson County,49666,51334,53948
45,Tennessee,Dyer County,38335,37753,37159
47,Tennessee,Fayette County,38413,39280,41133
49,Tennessee,Fentress County,17959,17965,18523
51,Tennessee,Franklin County,41052,41343,42208
53,Tennessee,Gibson County,49683,49329,49133
55,Tennessee,Giles County,29485,28973,29464
57,Tennessee,Grainger County,22657,22848,23320
59,Tennessee,Greene County,68831,68586,69069
61,Tennessee,Grundy County,13703,13337,13427
63,Tennessee,Hamblen County,62544,63353,64934
65,Tennessee,Hamilton County,336463,353690,367804
67,Tennessee,Hancock County,6819,6577,6620
69,Tennessee,Hardeman County,27253,25817,25050
71,Tennessee,Hardin County,26026,25754,25652
73,Tennessee,Hawkins County,56833,56370,56786
75,Tennessee,Haywood County,18787,18036,17304
77,Tennessee,Henderson County,27769,28078,28117
79,Tennessee,Henry County,32330,32127,32345
81,Tennessee,Hickman County,24690,24373,25178
83,Tennessee,Houston County,8426,8124,8201
85,Tennessee,Humphreys County,18538,18157,18582
87,Tennessee,Jackson County,11638,11534,11786
89,Tennessee,Jefferson County,51407,53011,54495
91,Tennessee,Johnson County,18244,17842,17788
93,Tennessee,Knox County,432226,451297,470313
95,Tennessee,Lake County,7832,7602,7016
97,Tennessee,Lauderdale County,27815,26903,25633
99,Tennessee,Lawrence County,41869,42592,44142
101,Tennessee,Lewis County,12161,11875,12268
103,Tennessee,Lincoln County,33361,33609,34366
105,Tennessee,Loudon County,48556,50916,54068
107,Tennessee,McMinn County,52266,52502,53794
109,Tennessee,McNairy County,26075,25864,25694
111,Tennessee,Macon County,22248,23076,24602
113,Tennessee,Madison County,98294,97569,97984
115,Tennessee,Marion County,28237,28397,28907
117,Tennessee,Marshall County,30617,31590,34375
119,Tennessee,Maury County,80956,87425,96387
121,Tennessee,Meigs County,11753,11804,12422
123,Tennessee,Monroe County,44519,45625,46545
125,Tennessee,Montgomery County,172331,192398,208993
127,Tennessee,Moore County,6362,6261,6488
129,Tennessee,Morgan County,21987,21494,21403
131,Tennessee,Obion County,31807,30561,30069
133,Tennessee,Overton County,22083,22067,22241
135,Tennessee,Perry County,7915,7852,8076
137,Tennessee,Pickett County,5077,5139,5048
139,Tennessee,Polk County,16825,16769,16832
141,Tennessee,Putnam County,72321,75074,80245
143,Tennessee,Rhea County,31809,32373,33167
145,Tennessee,Roane County,54181,52770,53382
147,Tennessee,Robertson County,66283,68687,71813
149,Tennessee,Rutherford County,262604,298197,332285
151,Tennessee,Scott County,22228,21893,22068
153,Tennessee,Sequatchie County,14112,14641,15026
155,Tennessee,Sevier County,89889,95417,98250
157,Tennessee,Shelby County,927644,937067,937166
159,Tennessee,Smith County,19166,19308,20157
161,Tennessee,Stewart County,13324,13187,13715
163,Tennessee,Sullivan County,156823,156199,158348
165,Tennessee,Sumner County,160645,175326,191283
167,Tennessee,Tipton County,61081,61533,61599
169,Tennessee,Trousdale County,7870,8051,11284
171,Tennessee,Unicoi County,18313,17819,17883
173,Tennessee,Union County,19109,19159,19972
175,Tennessee,Van Buren County,5548,5695,5872
177,Tennessee,Warren County,39839,40262,41277
179,Tennessee,Washington County,122979,126137,129375
181,Tennessee,Wayne County,17021,16767,16673
183,Tennessee,Weakley County,35021,33872,33328
185,Tennessee,White County,25841,26342,27345
187,Tennessee,Williamson County,183182,211605,238412
189,Tennessee,Wilson County,113993,128536,144657
1,Texas,Anderson County,58458,57639,57735
3,Texas,Andrews County,14786,18072,18705
5,Texas,Angelina County,86771,87829,86715
7,Texas,Aransas County,23158,24800,23510
9,Texas,Archer County,9054,8763,8553
11,Texas,Armstrong County,1901,1901,1887
13,Texas,Atascosa County,44911,48363,51153
15,Texas,Austin County,28417,29471,30032
17,Texas,Bailey County,7165,7223,7000
19,Texas,Bandera County,20485,21144,23112
21,Texas,Bastrop County,74171,80115,88723
23,Texas,Baylor County,3726,3609,3509
25,Texas,Bee County,31861,32617,32565
27,Texas,Bell County,310235,336076,362924
29,Texas,Bexar County,1714773,1894834,2003554
31,Texas,Blanco County,10497,11029,11931
33,Texas,Borden County,641,655,654
35,Texas,Bosque County,18212,17864,18685
37,Texas,Bowie County,92565,93050,93245
39,Texas,Brazoria County,313166,345227,374264
41,Texas,Brazos County,194851,216258,229211
43,Texas,Brewster County,9232,9143,9203
45,Texas,Briscoe County,1637,1514,1546
47,Texas,Brooks County,7223,7190,7093
49,Texas,Brown County,38106,37736,37864
51,Texas,Burleson County,17187,17611,18443
53,Texas,Burnet County,42750,44734,48155
55,Texas,Caldwell County,38066,40419,43664
57,Texas,Calhoun County,21381,21887,21290
59,Texas,Callahan County,13544,13589,13943
61,Texas,Cameron County,406220,419450,423163
63,Texas,Camp County,12401,12699,13094
65,Texas,Carson County,6182,6013,5926
67,Texas,Cass County,30464,30140,30026
69,Texas,Castro County,8062,7787,7530
71,Texas,Chambers County,35096,39028,43837
73,Texas,Cherokee County,50845,51568,52646
75,Texas,Childress County,7041,7169,7306
77,Texas,Clay County,10752,10359,10471
79,Texas,Cochran County,3127,2977,2853
81,Texas,Coke County,3320,3227,3387
83,Texas,Coleman County,8895,8316,8175
85,Texas,Collin County,782341,915243,1034730
87,Texas,Collingsworth County,3057,3010,2920
89,Texas,Colorado County,20874,20951,21493
91,Texas,Comal County,108472,128795,156209
93,Texas,Comanche County,13974,13395,13635
95,Texas,Concho County,4087,4072,2726
97,Texas,Cooke County,38437,39170,41257
99,Texas,Coryell County,75388,76145,75951
101,Texas,Cottle County,1505,1439,1398
103,Texas,Crane County,4375,4995,4797
105,Texas,Crockett County,3719,3735,3464
107,Texas,Crosby County,6059,5918,5737
109,Texas,Culberson County,2398,2254,2171
111,Texas,Dallam County,6703,7301,7287
113,Texas,Dallas County,2368139,2557830,2635516
115,Texas,Dawson County,13833,12987,12728
117,Texas,Deaf Smith County,19372,18825,18546
119,Texas,Delta County,5231,5159,5331
121,Texas,Denton County,662614,779584,887207
123,Texas,DeWitt County,20097,20632,20160
125,Texas,Dickens County,2444,2204,2211
127,Texas,Dimmit County,9996,10910,10124
129,Texas,Donley County,3677,3391,3278
131,Texas,Duval County,11782,11336,11157
133,Texas,Eastland County,18583,18152,18360
135,Texas,Ector County,137130,159903,166223
137,Texas,Edwards County,2002,1910,1932
139,Texas,Ellis County,149610,163292,184826
141,Texas,El Paso County,800647,831898,839238
143,Texas,Erath County,37890,41191,42698
145,Texas,Falls County,17866,17216,17297
147,Texas,Fannin County,33915,33502,35514
149,Texas,Fayette County,24554,24945,25346
151,Texas,Fisher County,3974,3877,3830
153,Texas,Floyd County,6446,5843,5712
155,Texas,Foard County,1336,1225,1155
157,Texas,Fort Bend County,585375,715331,811688
159,Texas,Franklin County,10605,10603,10725
161,Texas,Freestone County,19816,19746,19717
163,Texas,Frio County,17217,19361,20306
165,Texas,Gaines County,17526,20217,21492
167,Texas,Galveston County,291309,320974,342139
169,Texas,Garza County,6461,6391,6229
171,Texas,Gillespie County,24837,25916,26988
173,Texas,Glasscock County,1226,1380,1409
175,Texas,Goliad County,7210,7513,7658
177,Texas,Gonzales County,19807,20510,20837
179,Texas,Gray County,22535,23265,21886
181,Texas,Grayson County,120877,125628,136212
183,Texas,Gregg County,121730,123800,123945
185,Texas,Grimes County,26604,27299,28880
187,Texas,Guadalupe County,131533,150578,166847
189,Texas,Hale County,36273,34034,33406
191,Texas,Hall County,3353,3094,2964
193,Texas,Hamilton County,8517,8080,8461
195,Texas,Hansford County,5613,5654,5399
197,Texas,Hardeman County,4139,3920,3933
199,Texas,Hardin County,54635,55758,57602
201,Texas,Harris County,4092459,4557846,4713325
203,Texas,Harrison County,65631,66685,66553
205,Texas,Hartley County,6062,5702,5576
207,Texas,Haskell County,5899,5821,5658
209,Texas,Hays County,157107,194662,230191
211,Texas,Hemphill County,3807,4277,3819
213,Texas,Henderson County,78532,79492,82737
215,Texas,Hidalgo County,774769,839667,868707
217,Texas,Hill County,35089,34828,36649
219,Texas,Hockley County,22935,23310,23021
221,Texas,Hood County,51182,55227,61643
223,Texas,Hopkins County,35161,35973,37084
225,Texas,Houston County,23732,22747,22968
227,Texas,Howard County,35012,37123,36664
229,Texas,Hudspeth County,3476,3541,4886
231,Texas,Hunt County,86129,89670,98594
233,Texas,Hutchinson County,22150,21793,20938
235,Texas,Irion County,1599,1543,1536
237,Texas,Jack County,9044,8883,8935
239,Texas,Jackson County,14075,14808,14760
241,Texas,Jasper County,35710,35266,35529
243,Texas,Jeff Davis County,2342,2199,2274
245,Texas,Jefferson County,252273,255112,251565
247,Texas,Jim Hogg County,5300,5296,5200
249,Texas,Jim Wells County,40838,41523,40482
251,Texas,Johnson County,150934,159345,175817
253,Texas,Jones County,20202,19966,20083
255,Texas,Karnes County,14824,15413,15601
257,Texas,Kaufman County,103350,114055,136154
259,Texas,Kendall County,33410,39938,47431
261,Texas,Kenedy County,416,441,404
263,Texas,Kent County,808,747,762
265,Texas,Kerr County,49625,50880,52600
267,Texas,Kimble County,4607,4391,4337
269,Texas,King County,286,282,272
271,Texas,Kinney County,3598,3589,3667
273,Texas,Kleberg County,32061,31413,30680
275,Texas,Knox County,3719,3792,3664
277,Texas,Lamar County,49793,49373,49859
279,Texas,Lamb County,13977,13259,12893
281,Texas,Lampasas County,19677,20362,21428
283,Texas,La Salle County,6886,7637,7520
285,Texas,Lavaca County,19263,19919,20154
287,Texas,Lee County,16612,16868,17239
289,Texas,Leon County,16801,17028,17404
291,Texas,Liberty County,75643,79537,88219
293,Texas,Limestone County,23384,23442,23437
295,Texas,Lipscomb County,3302,3559,3233
297,Texas,Live Oak County,11531,12173,12207
299,Texas,Llano County,19301,20081,21795
301,Texas,Loving County,82,119,169
303,Texas,Lubbock County,278831,298337,310569
305,Texas,Lynn County,5915,5746,5951
307,Texas,McCulloch County,8283,8255,7984
309,Texas,McLennan County,234906,245444,256623
311,Texas,McMullen County,707,828,743
313,Texas,Madison County,13664,13968,14284
315,Texas,Marion County,10546,10136,9854
317,Texas,Martin County,4799,5646,5771
319,Texas,Mason County,4012,4057,4274
321,Texas,Matagorda County,36702,36766,36643
323,Texas,Maverick County,54258,57720,58722
325,Texas,Medina County,46006,48402,51584
327,Texas,Menard County,2242,2134,2138
329,Texas,Midland County,136872,162328,176832
331,Texas,Milam County,24757,24362,24823
333,Texas,Mills County,4936,4889,4873
335,Texas,Mitchell County,9403,8856,8545
337,Texas,Montague County,19719,19252,19818
339,Texas,Montgomery County,455746,535753,607391
341,Texas,Moore County,21904,21725,20940
343,Texas,Morris County,12934,12370,12388
345,Texas,Motley County,1210,1146,1200
347,Texas,Nacogdoches County,64524,65462,65204
349,Texas,Navarro County,47735,48181,50113
351,Texas,Newton County,14445,14158,13595
353,Texas,Nolan County,15216,15111,14714
355,Texas,Nueces County,340223,360504,362294
357,Texas,Ochiltree County,10223,10698,9836
359,Texas,Oldham County,2052,2064,2112
361,Texas,Orange County,81837,83955,83396
363,Texas,Palo Pinto County,28111,27966,29189
365,Texas,Panola County,23796,23667,23194
367,Texas,Parker County,116927,125640,142878
369,Texas,Parmer County,10269,9794,9605
371,Texas,Pecos County,15507,16030,15823
373,Texas,Polk County,45413,46613,51353
375,Texas,Potter County,121073,121272,117415
377,Texas,Presidio County,7818,7057,6704
379,Texas,Rains County,10914,11136,12514
381,Texas,Randall County,120725,130368,137713
383,Texas,Reagan County,3367,3807,3849
385,Texas,Real County,3309,3297,3452
387,Texas,Red River County,12860,12345,12023
389,Texas,Reeves County,13783,15574,15976
391,Texas,Refugio County,7383,7326,6948
393,Texas,Roberts County,929,910,854
395,Texas,Robertson County,16622,16698,17074
397,Texas,Rockwall County,78337,90170,104915
399,Texas,Runnels County,10501,10387,10264
401,Texas,Rusk County,53330,52965,54406
403,Texas,Sabine County,10834,10440,10542
405,Texas,San Augustine County,8865,8349,8237
407,Texas,San Jacinto County,26384,27361,28859
409,Texas,San Patricio County,64804,67117,66730
411,Texas,San Saba County,6131,5922,6055
413,Texas,Schleicher County,3461,3195,2793
415,Texas,Scurry County,16921,17570,16703
417,Texas,Shackelford County,3378,3333,3265
419,Texas,Shelby County,25448,25373,25274
421,Texas,Sherman County,3034,3058,3022
423,Texas,Smith County,209714,222390,232751
425,Texas,Somervell County,8490,8618,9128
427,Texas,Starr County,60968,63484,64633
429,Texas,Stephens County,9630,9385,9366
431,Texas,Sterling County,1143,1333,1291
433,Texas,Stonewall County,1490,1398,1350
435,Texas,Sutton County,4128,3915,3776
437,Texas,Swisher County,7854,7477,7397
439,Texas,Tarrant County,1809034,1984880,2102515
441,Texas,Taylor County,131506,136133,138034
443,Texas,Terrell County,984,867,776
445,Texas,Terry County,12651,12759,12337
447,Texas,Throckmorton County,1641,1559,1501
449,Texas,Titus County,32334,32626,32750
451,Texas,Tom Green County,110224,117514,119200
453,Texas,Travis County,1024266,1179805,1273954
455,Texas,Trinity County,14585,14539,14651
457,Texas,Tyler County,21766,21370,21672
459,Texas,Upshur County,39309,40317,41753
461,Texas,Upton County,3355,3652,3657
463,Texas,Uvalde County,26405,26949,26741
465,Texas,Val Verde County,48879,48891,49025
467,Texas,Van Zandt County,52579,53430,56590
469,Texas,Victoria County,86793,92136,92084
471,Texas,Walker County,67861,70836,72971
473,Texas,Waller County,43205,48641,55246
475,Texas,Ward County,10658,11631,11998
477,Texas,Washington County,33718,34836,35882
479,Texas,Webb County,250304,269865,276652
481,Texas,Wharton County,41280,41383,41556
483,Texas,Wheeler County,5410,5658,5056
485,Texas,Wichita County,131500,130961,132230
487,Texas,Wilbarger County,13535,13055,12769
489,Texas,Willacy County,22134,21863,21358
491,Texas,Williamson County,422679,507133,590551
493,Texas,Wilson County,42918,47178,51070
495,Texas,Winkler County,7110,8027,8010
497,Texas,Wise County,59127,62857,69984
499,Texas,Wood County,41964,43117,45539
501,Texas,Yoakum County,7879,8644,8713
503,Texas,Young County,18550,18163,18010
505,Texas,Zapata County,14018,14493,14179
507,Texas,Zavala County,11677,12310,11840
1,Utah,Beaver County,6629,6353,6710
3,Utah,Box Elder County,49975,51826,56046
5,Utah,Cache County,112656,119697,128289
7,Utah,Carbon County,21403,20391,20463
9,Utah,Daggett County,1059,1107,950
11,Utah,Davis County,306479,334597,355481
13,Utah,Duchesne County,18607,20748,19938
15,Utah,Emery County,10976,10359,10012
17,Utah,Garfield County,5172,4962,5051
19,Utah,Grand County,9225,9551,9754
21,Utah,Iron County,46163,48113,54839
23,Utah,Juab County,10246,10551,12017
25,Utah,Kane County,7125,7039,7886
27,Utah,Millard County,12503,12620,13188
29,Utah,Morgan County,9469,11039,12124
31,Utah,Piute County,1556,1491,1479
33,Utah,Rich County,2264,2300,2483
35,Utah,Salt Lake County,1029655,1102273,1160437
37,Utah,San Juan County,14746,15239,15308
39,Utah,Sanpete County,27822,28654,30939
41,Utah,Sevier County,20802,20858,21620
43,Utah,Summit County,36324,39640,42145
45,Utah,Tooele County,58218,62639,72259
47,Utah,Uintah County,32588,37791,35734
49,Utah,Utah County,516564,572667,636235
51,Utah,Wasatch County,23530,29118,34091
53,Utah,Washington County,138115,154650,177556
55,Utah,Wayne County,2778,2690,2711
57,Utah,Weber County,231236,242872,260213
1,Vermont,Addison County,36821,36929,36777
3,Vermont,Bennington County,37125,36153,35470
5,Vermont,Caledonia County,31227,30645,29993
7,Vermont,Chittenden County,156545,161293,163774
9,Vermont,Essex County,6306,6193,6163
11,Vermont,Franklin County,47746,48988,49402
13,Vermont,Grand Isle County,6970,6871,7235
15,Vermont,Lamoille County,24475,25240,25362
17,Vermont,Orange County,28936,28887,28892
19,Vermont,Orleans County,27231,27034,27037
21,Vermont,Rutland County,61642,59544,58191
23,Vermont,Washington County,59534,58652,58409
25,Vermont,Windham County,44513,43246,42222
27,Vermont,Windsor County,56670,55541,55062
1,Virginia,Accomack County,33164,32914,32316
3,Virginia,Albemarle County,98970,105117,109330
5,Virginia,Alleghany County,16250,15425,14860
7,Virginia,Amelia County,12690,12784,13145
9,Virginia,Amherst County,32353,31836,31605
11,Virginia,Appomattox County,14973,15492,15911
13,Virginia,Arlington County,207627,228548,236842
15,Virginia,Augusta County,73750,74292,75558
17,Virginia,Bath County,4731,4460,4147
19,Virginia,Bedford County,68676,77629,78997
21,Virginia,Bland County,6824,6532,6280
23,Virginia,Botetourt County,33148,33380,33419
25,Virginia,Brunswick County,17434,16845,16231
27,Virginia,Buchanan County,24098,22752,21004
29,Virginia,Buckingham County,17146,17017,17148
31,Virginia,Campbell County,54842,55356,54885
33,Virginia,Caroline County,28545,29900,30725
35,Virginia,Carroll County,30042,29870,29791
36,Virginia,Charles City County,7256,7046,6963
37,Virginia,Charlotte County,12586,12179,11880
41,Virginia,Chesterfield County,316236,334915,352802
43,Virginia,Clarke County,14034,14239,14619
45,Virginia,Craig County,5190,5136,5131
47,Virginia,Culpeper County,46689,49551,52605
49,Virginia,Cumberland County,10052,9756,9932
51,Virginia,Dickenson County,15903,15201,14318
53,Virginia,Dinwiddie County,28001,28148,28544
57,Virginia,Essex County,11151,11096,10953
59,Virginia,Fairfax County,1081726,1140401,1147532
61,Virginia,Fauquier County,65203,68423,71222
63,Virginia,Floyd County,15279,15548,15749
65,Virginia,Fluvanna County,25691,26133,27270
67,Virginia,Franklin County,56159,56227,56042
69,Virginia,Frederick County,78305,83493,89313
71,Virginia,Giles County,17286,16762,16720
73,Virginia,Gloucester County,36858,37010,37348
75,Virginia,Goochland County,21717,22165,23753
77,Virginia,Grayson County,15533,15959,15550
79,Virginia,Greene County,18403,19183,19819
81,Virginia,Greensville County,12243,11786,11336
83,Virginia,Halifax County,36241,35103,33911
85,Virginia,Hanover County,99863,103071,107766
87,Virginia,Henrico County,306935,324375,330818
89,Virginia,Henry County,54151,51940,50557
91,Virginia,Highland County,2321,2196,2190
93,Virginia,Isle of Wight County,35270,36159,37109
95,Virginia,James City County,67009,72819,76523
97,Virginia,King and Queen County,6945,7085,7025
99,Virginia,King George County,23584,25414,26836
101,Virginia,King William County,15935,16282,17148
103,Virginia,Lancaster County,11391,10825,10603
105,Virginia,Lee County,25587,24595,23423
107,Virginia,Loudoun County,312311,374014,413538
109,Virginia,Louisa County,33153,34611,37591
111,Virginia,Lunenburg County,12914,12348,12196
113,Virginia,Madison County,13308,13047,13261
115,Virginia,Mathews County,8978,8834,8834
117,Virginia,Mecklenburg County,32727,30922,30587
119,Virginia,Middlesex County,10959,10686,10582
121,Virginia,Montgomery County,94392,97317,98535
125,Virginia,Nelson County,15020,14760,14930
127,Virginia,New Kent County,18429,20377,23091
131,Virginia,Northampton County,12389,12080,11710
133,Virginia,Northumberland County,12330,12241,12095
135,Virginia,Nottoway County,15853,15606,15232
137,Virginia,Orange County,33481,35178,37051
139,Virginia,Page County,24042,23662,23902
141,Virginia,Patrick County,18490,17960,17608
143,Virginia,Pittsylvania County,63506,62010,60354
145,Virginia,Powhatan County,28046,28056,29652
147,Virginia,Prince Edward County,23368,23120,22802
149,Virginia,Prince George County,35725,38246,38353
153,Virginia,Prince William County,402002,450978,470335
155,Virginia,Pulaski County,34872,34351,34027
157,Virginia,Rappahannock County,7373,7400,7370
159,Virginia,Richmond County,9254,8781,9023
161,Virginia,Roanoke County,92376,93376,94186
163,Virginia,Rockbridge County,22307,22396,22573
165,Virginia,Rockingham County,76314,78445,81948
167,Virginia,Russell County,28897,27854,26586
169,Virginia,Scott County,23177,22296,21566
171,Virginia,Shenandoah County,41993,42848,43616
173,Virginia,Smyth County,32208,31419,30104
175,Virginia,Southampton County,18570,18136,17631
177,Virginia,Spotsylvania County,122397,129948,136215
179,Virginia,Stafford County,128961,140868,152882
181,Virginia,Surry County,7058,6671,6422
